Numero_Requerimento;Rito_Requerimento;Numero_Processo;Data_requerimento;Data_Registro;Data_Encerramento;Status_Requerimento;Valor_Mobiliario;Tipo_requerimento;Bookbuilding;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Grupo_Coordenador;Tipo_Oferta;Emissao;Qtde_Total_Registrada;Valor_Total_Registrado;Oferta_inicial;Oferta_vasos_comunicantes;Publico_alvo;Reabertura_serie;Titulo_classificado_como_sustentavel;Titulo_padronizado;Destinacao_recursos;Data_deliberacao_aprovou_oferta;Mercado_negociacao;Tipo_lastro;Regime_fiduciario;Ativos_alvo;Descricao_garantias;Descricao_lastro;Identificacao_devedores_coobrigados;Possibilidade_revolvencia;FIDC_nao_padronizado;Titulo_incentivado;Regime_distribuicao;Tipo_societario;Administrador;Gestor;Agente_fiduciario;Escriturador;Custodiante;Avaliador_Risco;Processo_SEI;Endereco_emissor_rede_mundial_computadores;Num_Invest_Pessoa_Natural;Qtde_VM_Pessoa_Natural;Num_Invest_Clube_Investimento;Qtde_VM_Clube_Investimento;Num_Invest_Fundos_Investimento;Qtde_VM_Fundos_Investimento;Num_Invest_Entidade_Previdencia_Privada;Qtde_VM_Entidade_Previdencia_Privada;Num_Invest_Companhia_Seguradora;Qtde_VM_Companhia_Seguradora;Num_Invest_Investidor_Estrangeiro;Qtde_VM_Investidor_Estrangeiro;Num_Invest_Instit_Intermed_Partic_Consorcio_Distrib;Qtde_VM_Instit_Intermed_Partic_Consorcio_Distrib;Num_Invest_Instit_Financ_Emissora_Partic_Consorcio;Qtde_VM_Instit_Financ_Emissora_Partic_Consorcio;Num_Invest_Demais_Instit_Financ;Qtde_VM_Demais_Instit_Financ;Num_Invest_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtde_VM_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Num_Invest_Demais_Pessoa_Juridica;Qtde_VM_Demais_Pessoa_Juridica;Num_Invest_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdte_VM_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
14712;Automático;SRE/0473/2024;2024-02-23;2024-03-05;2024-03-07;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;02.509.491/0001-26;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;6;1630000;1630000000.0;;;Profissional;N;N;N;Reembolso de gastos ou despesas do Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta ena realização de investimentos futuros relacionados à implantação do Projeto, nos termos da Lei 12.431, conforme tabela descrita na Escritura de Emissão;22/02/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;reembolso de gastos ou despesas do Projeto que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta e na realização de investimentos futuros relacionados à implantação do Projeto, nos termos da Lei 12.431, conforme tabela a seguir.;;https://ri.ecorodovias.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;726000;0;0;1;904000;0;0;0;0
14714;Automático;SRE/0470/2024;2024-02-23;2024-02-23;2024-03-01;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado;N;44.330.975/0001-53;Colombo Agroindústria S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;4;300000;300000000.0;;;Profissional;;N;;investimentos em cultivo de cana-de-açúcar do grupo destinada à produção de etanol ao longo das safras 2023/2024, 2024/2025, 2025/2026, 2026/2027, 2027/2028 e 2028/2029, nos termos da Lei 12.431;14/02/2024;negociação em mercado secundário na B3 S.A. Brasil Bolsa Balcão;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;;;www.colomboagroindustria.com.br;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;300000;0;0;0;0
14719;Automático;SRE/0477/2024;2024-02-25;2024-03-21;2024-03-25;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;31.748.174/0001-60;VERO S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;3;725000;725000000.0;;S;Qualificado;N;N;N;(i) implementação e  desenvolvimento do Projeto, respeitando a Lei 12.431, no Decreto 8.874 e na Portaria (ii) o pagamento futuro de gastos, despesas e/ou dívidas, a serem incorridas a partir da Data de Emissão, da Oferta e relacionados ao Projeto cf definido na Escritura e (iii) o pagamento e/ou reembolso de gastos, despesas ou dívidas passíveis de reembolso, relacionados ao Projeto, que tenham ocorrido em prazo igual ou inferior a 24 meses contados do Anúncio de Encerramento da Oferta, conforme previsto no parágrafo 1º-C do artigo 1º da Lei 12.431.;23/02/2024;B3 - Segmento CETIP;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;Itaú Unibanco S.A.;;"(RATING) ATRIBUÍDA PELA STANDARD & POOR'S: ""A+""*";;https://ri.verointernet.com.br/;6251;385565;0;0;95;257381;0;0;0;0;1;11000;1;13597;1;33000;1;6000;0;0;65;18457;0;0
14744;Automático;SRE/0500/2024;2024-02-22;2024-02-22;2024-04-01;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;42.030.202/0001-26;AXS Energia Unidade 06 S.A.;30.723.886/0001-62;BANCO MODAL S.A.;COORDENADOR PLENO;PRIMARIA;1;155665;155665000.0;;;Profissional;;N;;Os recursos líquidos obtidos pela Companhia com a Emissão serão integralmente utilizados para pagamento futuro ou reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento da Oferta e que sejam relacionados ao desenvolvimento e a implementação do projeto de investimento descrito no Anexo I da Escritura de Emissão;25/01/2024;CETIP 21;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;;0;0;0;0;0;0;0;0;0;0;1;155665;0;0;0;0;0;0;0;0;0;0;0;0
14746;Automático;SRE/0501/2024;2024-02-27;2024-02-27;2024-03-06;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado;N;44.992.350/0001-57;VERDE AMBIENTAL ALAGOAS S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;4;400000;400000000.0;;;Profissional;;S;;Pagamento futuro ou no reembolso de gastos, despesas ou dívidas relacionados aos projetos de investimento.;16/02/2024;B3;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição financeira, com sede na Cidade de São Paulo, Estado de São Paulo, na Rua Gilberto Sabino, nº 215, 4º andar, Pinheiros, CEP 05.425-020, inscrita no CNPJ sob o nº 22.610.500/0001-88;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;0;0;0;0;1;30000;0;0;0;0;0;0;1;370000;0;0;0;0;0;0;0;0;0;0
14767;Automático;SRE/0521/2024;2024-02-28;2024-03-08;2024-03-11;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;08.439.659/0001-50;CPFL ENERGIAS RENOVÁVEIS S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;11;132000;132000000.0;;;Profissional;N;N;N;"recursos oriundos da captação por meio da Emissão serão utilizados exclusivamente para: (i) o pagamento futuro de gastos, despesas e/ou dívidas a serem incorridas a partir da data de integralização da Oferta e relacionados ao projeto descrito na Cláusula 3.2.2 abaixo (""Projeto de Investimento""), nos termos da Lei 12.431 e/ou (ii) reembolso de gastos, despesas e/ou dívidas relacionadas ao Projeto de Investimento ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses contados da divulgação do Anúncio de Encerramento.";26/02/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;n.a.;;https://www.cpfl.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;132000;0;0;0;0
14775;Automático;SRE/0533/2024;2024-02-29;2024-02-29;2024-07-30;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding;N;15.012.434/0001-89;Tubarão Saneamento S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;3;300000;300000000.0;;;Profissional;N;N;S;Exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocirrera em prazo igual ou inferior a 24 meses contados da data do envio do Anúncio de Encerramento e sejam relacionados ao desenvolvimento e a implementação do projeto de investimentos descrito no Anexo ! desta escritura para fins do artigo 1º da lei 12.431;16/02/2024;B#;;;;;;;;;S;Melhores Esforços;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÀRIOS LTDA;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÀRIOS LTDA;;;;https://www.tubaraosaneamento.com.br/;0;0;0;0;0;0;0;0;0;0;1;103013;0;0;0;0;0;0;0;0;3;196987;4;300000
14827;Automático;SRE/0614/2024;2024-03-07;2024-03-13;2024-03-18;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;42.171.206/0001-24;BON NOME SOLAR PARTICIPAÇÕES S.A.;59.588.111/0001-03;BANCO VOTORANTIM S.A.;COORDENADOR PLENO;PRIMARIA;2;70000;70000000.0;;;Profissional;;N;;Reembolso de despesas incorridas pela Emissora no pagamento de principal, juros e eventuais encargos, conforme aplicáveis, atinentes às debêntures, simples, não conversíveis em ações, da espécie com garantia real, com garantia adicional fidejussória, integrantes da 1ª emissão, em série única, da Emissora, cujos recursos foram integralmente utilizados pela Emissora para implantação do Projeto Bon Nome (conforme definido na Escritura), desde que as referidas despesas passíveis de reembolso tenham ocorrido em prazo igual ou inferior a 24 meses da data de encerramento da Oferta.;29/02/2024;CETIP21 - Títulos e Valores Mobiliários.;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;;N/A.;;;0;0;0;0;3;70000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14830;Automático;SRE/0581/2024;2024-03-05;2024-03-05;2024-03-11;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado;N;27.816.584/0001-24;JANUÁRIO DE NAPOLI GERAÇÃO DE ENERGIA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;1;130000;130000000.0;;;Profissional;;N;;implantação do projeto definido na escritura, nos termos do artigo 2º, parágrafos 1º e 1º-A da Leo 12.431;21/02/2024;B3 S.A. - BRASIL, BOLSA, BALCAO;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;Moody's Local Brasil;;https://www.ibemapar.com.br/;0;0;0;0;115;130000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14851;Automático;SRE/0599/2024;2024-03-07;2024-03-28;2024-04-05;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;50.258.089/0001-69;Barreiras Holding S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;1;950000;950000000.0;;;Profissional;;N;;Nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874 ao custeio das despesas já incorridas e/ou a incorrer relativas ao Projeto, sendo certo que referidos recursos serão integralmente alocados no pagamento futuro ou no reembolso de gastos, despesas ou dívidas relacionados ao Projeto;01/03/2024;CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3,;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Itaú Corretora de Valores S.A.;;;;;338;286066;0;0;128;532218;0;0;0;0;0;0;0;0;3;130716;0;0;0;0;1;1000;0;0
14854;Automático;SRE/0603/2024;2024-03-07;2024-03-26;2024-04-02;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;08.793.343/0001-62;Bioenergética Vale do Paracatu S.A.;15.114.366/0001-69;BANCO BOCOM BBM S.A.;COORDENADOR PLENO;PRIMARIA;6;120000;120000000.0;;;Profissional;;N;;Os recursos líquidos obtidos pela Emissora com a Emissão serão destinados para o reembolso relacionado aos investimentos nos termos do projeto de Portaria MME nº 134/SNPGB/MME, de 28 de fevereiro de 2024;28/02/2024;Negociação no mercado secundário por meio do CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Misto;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;;190;35945;0;0;28;65700;0;0;0;0;0;0;1;17905;0;0;0;0;0;0;2;450;0;0
14906;Automático;SRE/0643/2024;2024-03-11;2024-03-22;2024-03-26;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;5;1200000;1200000000.0;;S;Profissional;N;N;N;dos recursos líquidos captados pela Emissora por meio das Debêntures destinar-se-á, única e exclusivamente, para investimento, pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas ao projeto de investimento em infraestrutura na área de transporte e logística no setor ferroviário da Emissora, conforme disposto na Escritura de Emissão.;11/03/2024;B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;;387;27550;0;0;98;229065;0;0;0;0;0;0;5;753385;0;0;1;190000;0;0;0;0;0;0
14930;Automático;SRE/0666/2024;2024-03-13;2024-03-22;2024-03-27;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;61.231.478/0001-17;Companhia Agrícola Usina Jacarezinho S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;5;80000;80000000.0;;;Profissional;;N;;destinados ao projeto de investimento na atividade de plantio de cana-de-açúcar para a produção de etanol, considerado prioritário nos termos do artigo 2º da Lei 12.431, do decreto 8.874 e da Portaria;12/03/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;;;;0;0;0;0;31;40000;0;0;0;0;0;0;0;0;1;40000;0;0;0;0;0;0;0;0
14989;Automático;SRE/0718/2024;2024-03-15;2024-03-21;2024-03-22;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;38.286.323/0001-66;ASSURUÁ 5 ENERGIA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;1;825000;825000000.0;;;Profissional;;S;;Nos termos do art. 2º, caput e parágrafo primeiro, da Lei 12.431, do Decreto 8.874, e do Artigo 2º, parágrafo segundo, da Resolução CMN nº 5.034, e das Portarias do Projeto, ou de normas posteriores que as alterem, substituam ou complementem, os Recursos Líquidos (conforme definidos a seguir) captados pela Emissora por meio da Emissão serão utilizados exclusivamente, para a implantação do Projeto;11/03/2024;Negociação no mercado secundário por meio do CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3, sendo as negociações liquidadas financeiramente e as Debêntures custodiadas eletronicamente na B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.;;"Será contratada, em até 1 (um) mês contados da Data de Emissão, agência de classificação de risco da Oferta, entre a Standard & Poor's, Fitch Ratings ou Moody's Investors Service (""Agência de Classificação de Risco"") para realizar a classificação de risco (rating) das Debêntures";;;0;0;0;0;82;162500;0;0;0;0;0;0;2;662500;0;0;0;0;0;0;0;0;0;0
14993;Automático;SRE/0716/2024;2024-03-15;2024-03-26;2024-03-28;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;40.432.544/0001-47;CLARO S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;15;2500000;2500000000.0;;;Profissional;;N;;pagamento de taxas e despesas em relação aos custos do Projeto da PORTARIA MCOM Nº 12475, DE 7 DE MARÇO DE 2024, conforme cláusula 4.1. da Escritura de Emissão;13/03/2024;CETIP 21 - Títulos e Valores - Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;ITAÚ CORRETORA DE VALORES S.A.,;;n.a.;;;97;61976;0;0;19;132500;0;0;0;0;0;0;0;0;1;805524;0;0;1;1500000;0;0;0;0
15043;Automático;SRE/0789/2024;2024-03-22;2024-04-15;2024-04-17;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;00.194.724/0001-13;AES BRASIL OPERAÇÕES S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;11;600000;600000000.0;;;Profissional;N;N;N;Os recursos líquidos captados pela Emissora serão utilizados até a Data de Vencimento exclusivamente para (i) o pagamento de despesas e gastos futuros e/ou reembolso de despesas e gastos incorridos relacionados ao Projeto AES (ii) o reembolso de gastos e/ou de amortizações e despesas de dívidas incorridas no âmbito (1) do Projeto Tietê Eólica (2) do Complexo Boa Hora (3) do Projeto Guiambé e (4) dos Projetos Agua Vermelha, Barra Bonita, Bariri, Caconde, Euclides da Cunha, Ibitinga, Nova Avanhandava, Promissão, Limoeiro e Mogi Guaçu, observados os termos descritos na Escritura de Emissão.;19/03/2024;B3 S.A. - Brasil, Bolsa e Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;;;;Pentágono S.A. Distribuidora de Títulos e Valores Mobiliários;Itaú Corretora de Valores Mobiliários S.A.;;;;;25;34307;0;0;0;0;0;0;0;0;0;0;0;0;2;565542;0;0;0;0;2;151;0;0
15045;Automático;SRE/0761/2024;2024-03-20;2024-04-17;2024-04-23;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - EGEM ou EFRF;S;07.859.971/0001-30;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;COORDENADOR PLENO;PRIMARIA;15;1300000;1300000000.0;;;Profissional;N;S;N;Recursos Líquidos captados pela Emissora por meio da integralização das Debêntures da Primeira Série serão utilizados para o resgate antecipado total ou a amortização antecipada extraordinária da 13ª (décima terceira) emissão de debêntures da Emissora. Os Recursos Líquidos captados pela Emissora por meio da integralização das Debêntures da Segunda Série, por sua vez, serão utilizados para investimento, pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas aos Projetos, conforme descritos na Escritura de Emissão;19/03/2024;B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;BANCO BRADESCO S.A.;;FICH RATINGS BRASIL LTDA.;;;599;147379;0;0;91;992715;0;0;4;152594;0;0;0;0;0;0;0;0;1;1960;9;5352;0;0
15049;Automático;SRE/0772/2024;2024-03-21;2024-04-03;2024-04-05;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;45.281.813/0001-35;USINA SANTA FÉ S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;2;180000;180000000.0;;;Profissional;;N;;"Os recursos líquidos obtidos pela Emissora com a Emissão serão integral, única e exclusivamente, destinados ao Projeto de Investimento, considerado prioritário nos termos do artigo 2º da Lei 12.431, do Decreto 8.874 e da Portaria referente a projeto de investimento na atividade de plantio de cana-de-açúcar para a produção de etanol denominado ""Renovação, modernização e aumento da produtividade de canaviais paracultivo da cana-de-açúcar destinada à produção de etanol e de biomassa relativa à safra 2023/24"" (""Projeto de Investimento"").";18/03/2024;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.,;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;50000;1;130000;0;0;0;0;0;0;0;0
15064;Automático;SRE/0776/2024;2024-03-21;2024-04-17;2024-04-19;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;60.933.603/0001-78;CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO;06.271.464/0001-19;BANCO BRADESCO BBI S.A.;COORDENADOR PLENO;PRIMARIA;13;1100000;1100000000.0;;;Qualificado;N;N;N;Os recursos líquidos obtidos pela Companhia com a Emissão serão integral, única e exclusivamente, destinados aos Projetos, considerados prioritários nos termos do artigo 2º da Lei 12.431, do Decreto 8.874 e das Portarias do Ministério de Minas e Energia n.º 2.699/SNTEP/MME, n.º 2.700/SNTEP/MME, n.º 2.701/SNTEP/MME, n.º 2.702/SNTEP/MME, n.º 2.703/SNTEP/MME, n.º 2.704/SNTEP/MME, n.º 2.705/SNTEP/MME, n.º 2.706/SNTEP/MME, n.º 2.707/SNTEP/MME, n.º2.708/SNTEP/MME, n.º 2.709/SNTEP/MME, n.º 2.710/SNTEP/MME e n.º 2.711/SNTEP/MME, de 13 de dezembro de 2023, publicadas no DOU;20/03/2024;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;BANCO BRADESCO S.A.;;Fitch Ratings;;;2574;439926;0;0;21;47375;0;0;0;0;0;0;1;101464;4;407036;0;0;1;101463;14;2736;0;0
15067;Automático;SRE/0777/2024;2024-03-22;2024-04-11;2024-04-15;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;12;650000;650000000.0;;;Profissional;N;S;N;Os recursos captados (i) na 1ª Série, serão utilizados para reembolso dos gastos e gastos futuros de parte do Plano de Investimento de Distribuição (PDI) dos anos de 2022, 2024 e 2025 (capex) e (ii) na 2ª Série, exclusivamente para pagamento futuro e reembolso relacionado aos investimentos nos termos do Projeto, conforme consta na Escritura de Emissão;20/03/2024;CETIP21- Títulos e Valores Mobiliários - B3;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Banco Bradesco S.A.;;Standard & Poor's Ratings do Brasil Ltda;;https://ri.neoenergia.com/;47;11264;0;0;70;450000;0;0;0;0;0;0;0;0;2;188735;0;0;0;0;1;1;0;0
15093;Automático;SRE/0806/2024;2024-03-25;2024-04-12;2024-04-15;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;02.031.413/0001-69;PETRO RIO JAGUAR PETRÓLEO S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;3;1300000;1300000000.0;;;Profissional;N;N;N;Nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, do Decreto 8.874, da Resolução CMN 5.034 e da Portaria, os recursos líquidos captados pela Emissora por meio da Emissão das Debêntures serão utilizados exclusivamente para (i) reembolso de gastos, despesas ou dívidas relacionadas à implantação do Projeto e/ou (ii) pagamento futuro de gastos, despesas e/ou dívidas a serem incorridas a partir da Data de Emissão e relacionados ao Projeto, nos termos da Lei 12.431;25/03/2024;"(i) distribuição pública no mercado primário por meio do MDA - Módulo de Distribuição de Ativos (""MDA"") e (ii) no mercado secundário por meio do CETIP21 - Títulos e Valores Mobiliários (""CETIP21"")";;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;ITAÚ CORRETORA DE VALORES S.A.;;Fitch Ratings;;;0;0;0;0;3;977600;0;0;0;0;0;0;0;0;1;120900;2;201500;0;0;0;0;0;0
15106;Automático;SRE/0813/2024;2024-03-25;2024-03-28;2024-04-02;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;42.353.180/0001-35;IGUÁ RIO DE JANEIRO S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;5;2700000;2700000000.0;;;Profissional;N;S;N;os recursos líquidos captados pela Emissora por meio das Debêntures serão utilizados exclusivamente para o pagamento futuro e/ou reembolso de gastos, despesas, outorgas e/ou dívidas relacionados à implantação do Projeto de Investimento,.;15/03/2024;B3;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Itaú Unibanco S.A.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2700000;0;0;0;0;0;0;0;0
